pert_id	pert_iname	Toxicity
BRD-K37516142	idebenone	NO_Toxicity
BRD-K13642330	cosmosiin	NO_Toxicity
BRD-K85985071	ellipticine	NO_Toxicity
BRD-A78391468	prednisolone-hemisuccinate	NO_Toxicity
BRD-K86873305	piperacillin	NO_Toxicity
BRD-A16934955	nalbuphine	NO_Toxicity
BRD-K10042277	desmethylclozapine	YES_Toxicity
BRD-K94919853	10H-phenothiazin-10-yl)(p-tolyl)methanone	NO_Toxicity
BRD-K50128260	sildenafil	YES_Toxicity
BRD-K53913732	SB-408124	NO_Toxicity
BRD-K46424862	hymecromone	NO_Toxicity
BRD-K43389675	daunorubicin	YES_Toxicity
BRD-K40213712	SAL-1	NO_Toxicity
BRD-K02227374	milnacipran	YES_Toxicity
BRD-A41112154	oleanolic-acid	NO_Toxicity
BRD-A76941896	doxorubicin	YES_Toxicity
BRD-A58157837	butabindide	NO_Toxicity
BRD-K14767410	SC-560	NO_Toxicity
BRD-K85133207	HDAC1-selective	NO_Toxicity
BRD-K33572481	taurodeoxycholic-acid	NO_Toxicity
BRD-A90311807	cilastatin	NO_Toxicity
BRD-K53959060	indirubin	YES_Toxicity
BRD-K11742128	triprolidine	YES_Toxicity
BRD-A79803969	memantine	YES_Toxicity
BRD-K16554956	PTB1	NO_Toxicity
BRD-A00100033	nifurtimox	NO_Toxicity
BRD-A45664787	iloprost	YES_Toxicity
BRD-A89672324	CGP-55845	NO_Toxicity
BRD-A83081521	finasteride	NO_Toxicity
BRD-A68631409	evodiamine	NO_Toxicity
BRD-K80672993	M2-PK-activator	NO_Toxicity
BRD-A71765365	mepireserpate	YES_Toxicity
BRD-A19195498	trimipramine	YES_Toxicity
BRD-K85383046	IAA-94	NO_Toxicity
BRD-K93880783	stavudine	NO_Toxicity
BRD-K08206212	entecavir	YES_Toxicity
BRD-K00959089	thenoyltrifluoroacetone	YES_Toxicity
BRD-K28470988	L-690330	NO_Toxicity
BRD-A79226577	tropisetron	NO_Toxicity
BRD-K61993165	niacin	NO_Toxicity
BRD-K64614248	salicin	NO_Toxicity
BRD-A61858259	CAY-10415	NO_Toxicity
BRD-K77677632	SB-200646	NO_Toxicity
BRD-K67566344	KU-0063794	NO_Toxicity
BRD-A18043272	phensuximide	NO_Toxicity
BRD-K85090592	pilocarpine	YES_Toxicity
BRD-K67977190	eprosartan	YES_Toxicity
BRD-K30020243	aliskiren	NO_Toxicity
BRD-K01649396	indatraline	YES_Toxicity
BRD-K96862998	pirfenidone	NO_Toxicity
BRD-K81709173	halcinonide	NO_Toxicity
BRD-A92826379	lupanine	YES_Toxicity
BRD-A39268308	epibatidine	YES_Toxicity
BRD-K08589866	linsitinib	YES_Toxicity
BRD-A02333338	cyclopamine	NO_Toxicity
BRD-K69840642	ISOX	NO_Toxicity
BRD-K26548821	quinpirol-(-)	YES_Toxicity
BRD-K09471561	levofloxacin	NO_Toxicity
BRD-K52512893	SC-19220	NO_Toxicity
BRD-K83289131	CAY-10618	NO_Toxicity
BRD-A38898897	GW-311616	NO_Toxicity
BRD-K68341547	W-9	NO_Toxicity
BRD-K01638814	rilmenidine	YES_Toxicity
BRD-K16551401	PNU-22394	YES_Toxicity
BRD-K27141178	SB-203186	NO_Toxicity
BRD-A35623999	CGP-37157	NO_Toxicity
BRD-A80775386	hyperforin	NO_Toxicity
BRD-A71157293	fursultiamine	NO_Toxicity
BRD-A99177642	deltaline	NO_Toxicity
BRD-K12762134	XAV-939	YES_Toxicity
BRD-A15435692	BMY-14802	NO_Toxicity
BRD-K26657438	imiquimod	YES_Toxicity
BRD-A20131130	2',5'-dideoxyadenosine	NO_Toxicity
BRD-K88358234	xaliproden	NO_Toxicity
BRD-A29260609	acebutolol	NO_Toxicity
BRD-K74112339	acetohydroxamic-acid	NO_Toxicity
BRD-K15164005	apoptosis-activator-II	NO_Toxicity
BRD-K80527266	triacsin-c	YES_Toxicity
BRD-K12502280	TG-101348	NO_Toxicity
BRD-K84996949	sinensetin	NO_Toxicity
BRD-K36395411	SB-206553	NO_Toxicity
BRD-A59215453	lobelanidine	YES_Toxicity
BRD-A15493168	tetracycline	NO_Toxicity
BRD-K48427617	U-0124	YES_Toxicity
BRD-A50157456	terbutaline	YES_Toxicity
BRD-A28318179	aminomethyltransferase	YES_Toxicity
BRD-K16195444	oxymetazoline	NO_Toxicity
BRD-K23204545	busulfan	YES_Toxicity
BRD-K31987754	oleylethanolamide	NO_Toxicity
BRD-A70461345	naloxone	NO_Toxicity
BRD-K11927976	ER-27319	NO_Toxicity
BRD-K68997413	PF-3845	NO_Toxicity
BRD-K17868609	BRL-54443	YES_Toxicity
BRD-A87479750	tenidap	NO_Toxicity
BRD-K78838262	austricine	YES_Toxicity
BRD-K80325895	eicosadienoic-acid	NO_Toxicity
BRD-K96527333	dehydroisoandosterone	NO_Toxicity
BRD-A93477898	PETCM	NO_Toxicity
BRD-A74975734	homatropine	NO_Toxicity
BRD-K59456551	methotrexate	YES_Toxicity
BRD-K73319509	PF-04217903	NO_Toxicity
BRD-A84045418	calpeptin	NO_Toxicity
BRD-K08924299	palonosetron	YES_Toxicity
BRD-K35629949	SR-27897	NO_Toxicity
BRD-K15563106	phloretin	NO_Toxicity
BRD-A23770159	sirolimus	NO_Toxicity
BRD-K76872913	benzanthrone	NO_Toxicity
BRD-A69951442	dexamethasone	NO_Toxicity
BRD-A38749782	fludrocortisone-acetate	NO_Toxicity
BRD-A65440446	cimaterol	NO_Toxicity
BRD-A14798026	mestranol	NO_Toxicity
BRD-K47598052	PP-1	NO_Toxicity
BRD-K30677119	PP-30	NO_Toxicity
BRD-A80213327	NSC-23766	NO_Toxicity
BRD-K69032158	diprotin-a	NO_Toxicity
BRD-K72541103	JAK3-inhibitor-I	NO_Toxicity
BRD-K57011718	UK-356618	NO_Toxicity
BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	NO_Toxicity
BRD-K20285085	fostamatinib	NO_Toxicity
BRD-K82941592	rosuvastatin	NO_Toxicity
BRD-K69328504	L-690488	NO_Toxicity
BRD-K17210248	daunorubicin	YES_Toxicity
BRD-A30717181	triamcinolone	NO_Toxicity
BRD-K54665485	R-59022	NO_Toxicity
BRD-K49328571	dasatinib	NO_Toxicity
BRD-K02953697	naringin	NO_Toxicity
BRD-K72264770	QW-BI-011	NO_Toxicity
BRD-K40578143	GR-79236	YES_Toxicity
BRD-K01253243	SB-590885	YES_Toxicity
BRD-K00337317	NU-7441	YES_Toxicity
BRD-A10969569	ambelline	YES_Toxicity
BRD-K82746043	navitoclax	NO_Toxicity
BRD-A68039575	liquiritigenin	NO_Toxicity
BRD-K77625572	etomoxir	NO_Toxicity
BRD-K44084986	Y-27632	NO_Toxicity
BRD-K99545815	PF-562271	NO_Toxicity
BRD-K17349619	HLI-373	NO_Toxicity
BRD-K53123955	niridazole	NO_Toxicity
BRD-A01145011	zebularine	NO_Toxicity
BRD-K87947369	tozasertib	NO_Toxicity
BRD-A37780065	triamcinolone	NO_Toxicity
BRD-K78278890	NM-PP1	NO_Toxicity
BRD-K28360340	TW-37	NO_Toxicity
BRD-K77793136	hydroxyfasudil	NO_Toxicity
BRD-K10207760	lasalocid	YES_Toxicity
BRD-A87125127	3-matida	NO_Toxicity
BRD-K01192156	tyrphostin-AG-112	YES_Toxicity
BRD-K39484304	triptolide	YES_Toxicity
BRD-K32977963	eugenol	NO_Toxicity
BRD-K61737877	VEGF-receptor-2-kinase-inhibitor-IV	NO_Toxicity
BRD-K20152659	dihomo-gamma-linolenic-acid	NO_Toxicity
BRD-K81376179	TCS-359	NO_Toxicity
BRD-K08273968	griseofulvin	YES_Toxicity
BRD-K54416256	methimazole	NO_Toxicity
BRD-K19554809	MK-212	YES_Toxicity
BRD-K06878038	deferiprone	NO_Toxicity
BRD-K39944607	ochratoxin-a	YES_Toxicity
BRD-K14329163	BAY-K-8644-(S)-(-)	NO_Toxicity
BRD-M16762496	PIK-75	YES_Toxicity
BRD-A09062839	amyleine	YES_Toxicity
BRD-A13122391	triptolide	YES_Toxicity
BRD-K19220233	JNK-9L	NO_Toxicity
BRD-K48300629	zonisamide	NO_Toxicity
BRD-K33106058	cytarabine	NO_Toxicity
BRD-K61829047	7b-cis	NO_Toxicity
BRD-K70577657	H-9	NO_Toxicity
BRD-K27871032	lysergol	NO_Toxicity
BRD-A72758037	asiatic-acid	NO_Toxicity
BRD-K19295594	gossypol	NO_Toxicity
BRD-K96740444	itopride	NO_Toxicity
BRD-K64044582	linoleamide	NO_Toxicity
BRD-A54029483	IRL-2500	NO_Toxicity
BRD-K64236792	austricine	YES_Toxicity
BRD-K43887077	dopamine	NO_Toxicity
BRD-K94512704	spiramide	NO_Toxicity
BRD-K47659338	EMD-386088	YES_Toxicity
BRD-K69837166	trap-101	NO_Toxicity
BRD-K55344148	BU-224	NO_Toxicity
BRD-K12932420	YM-976	NO_Toxicity
BRD-A35912562	pregnenolone-succinate	NO_Toxicity
BRD-A59303141	quinethazone	NO_Toxicity
BRD-K65146499	nabumetone	NO_Toxicity
BRD-K11399644	phenformin	NO_Toxicity
BRD-K10870738	CDC	NO_Toxicity
BRD-K70799801	quinidine	YES_Toxicity
BRD-K43764301	dexketoprofen	YES_Toxicity
BRD-K41445866	alfaxalone	YES_Toxicity
BRD-K55070890	thiothixene	YES_Toxicity
BRD-A67981824	cefotaxime	NO_Toxicity
BRD-A67433117	NCS-382	NO_Toxicity
BRD-K96084870	DMBI	NO_Toxicity
BRD-K40742111	baeomycesic-acid	NO_Toxicity
BRD-A47342814	naltrindole	NO_Toxicity
BRD-K79930101	GW-583340	YES_Toxicity
BRD-K62353524	DY-131	NO_Toxicity
BRD-K11558771	droxinostat	NO_Toxicity
BRD-K84639753	safinamide	NO_Toxicity
BRD-K32828673	chelidonine	YES_Toxicity
BRD-K56047318	RHC-80267	YES_Toxicity
BRD-K20313525	rosmarinic-acid	NO_Toxicity
BRD-K34437622	5-FP	NO_Toxicity
BRD-A65597028	RX-821002	YES_Toxicity
BRD-K02950022	BMS-299897	YES_Toxicity
BRD-K43978949	PIT	YES_Toxicity
BRD-A55913614	primaquine	YES_Toxicity
BRD-K69470111	montelukast	NO_Toxicity
BRD-K34034388	GBR-12783	NO_Toxicity
BRD-A16998493	etodolac	YES_Toxicity
BRD-K51476772	ST-638	NO_Toxicity
BRD-K20742498	RS-39604	NO_Toxicity
BRD-K14693417	cinchonine	NO_Toxicity
BRD-K63945320	dihydrosamidin	NO_Toxicity
BRD-K74763371	bosentan	NO_Toxicity
BRD-A98283014	calmidazolium	NO_Toxicity
BRD-A39390670	rabeprazole	NO_Toxicity
BRD-K97514127	vinorelbine	YES_Toxicity
BRD-K56700933	phenethyl-isothiocyanate	NO_Toxicity
BRD-A26097136	bulleyaconitine-a	YES_Toxicity
BRD-A42571354	cetirizine	NO_Toxicity
BRD-K11630072	carmofur	YES_Toxicity
BRD-A61899133	catechin	NO_Toxicity
BRD-K68620903	dydrogesterone	NO_Toxicity
BRD-K05528470	L-745870	NO_Toxicity
BRD-K92428232	GSK-461364	NO_Toxicity
BRD-A74904029	EI-231	NO_Toxicity
BRD-A52193669	withaferin-a	YES_Toxicity
BRD-K06817181	1,2,3,4,5,6-hexabromocyclohexane	NO_Toxicity
BRD-K13514097	everolimus	NO_Toxicity
BRD-A42649439	triciribine	YES_Toxicity
BRD-K10573841	tunicamycin	NO_Toxicity
BRD-A34205397	suloctidil	NO_Toxicity
BRD-K15600710	obatoclax	NO_Toxicity
BRD-K31912990	CGP-71683	NO_Toxicity
BRD-K00317371	RITA	NO_Toxicity
BRD-A11007541	BCI-hydrochloride	NO_Toxicity
BRD-K07691486	roscovitine	NO_Toxicity
BRD-K12079898	PD-160170	YES_Toxicity
BRD-K57546357	prunetin	NO_Toxicity
BRD-K54233340	dorsomorphin	NO_Toxicity
BRD-K67844266	pevonedistat	NO_Toxicity
BRD-K03109492	NSC-663284	NO_Toxicity
BRD-K78373679	Ro-3306	YES_Toxicity
BRD-A28105619	cucurbitacin-i	YES_Toxicity
BRD-A19500257	geldanamycin	NO_Toxicity
BRD-A28970875	puromycin	YES_Toxicity
BRD-K40175214	torin-1	YES_Toxicity
BRD-K91145395	prostratin	YES_Toxicity
BRD-K15409150	penfluridol	YES_Toxicity
BRD-A78360835	cercosporin	NO_Toxicity
BRD-K25079130	avrainvillamide-analog-4	NO_Toxicity
BRD-K36529613	PU-H71	YES_Toxicity
BRD-A65449987	flunisolide	YES_Toxicity
BRD-A84493640	atovaquone	YES_Toxicity
BRD-K40965114	cyanopindolol	YES_Toxicity
BRD-K40782193	QX-222	YES_Toxicity
BRD-K87049188	fusaric-acid	YES_Toxicity
BRD-K54006094	formoterol	NO_Toxicity
BRD-K38903228	hesperidin	NO_Toxicity
BRD-A31801025	formestane	NO_Toxicity
BRD-K11634954	GBR-13069	NO_Toxicity
BRD-K08417745	SID-26681509	NO_Toxicity
BRD-K63630713	etacrynic-acid	NO_Toxicity
BRD-K50325075	UCL-2077	NO_Toxicity
BRD-A79314293	cephalosporanic-acid	NO_Toxicity
BRD-K34508425	KU-C103898N	NO_Toxicity
BRD-K00532621	midazolam	YES_Toxicity
BRD-K82135108	elesclomol	NO_Toxicity
BRD-K54316499	tolterodine	NO_Toxicity
BRD-A78295502	hydroquinine	NO_Toxicity
BRD-A48720949	testosterone-propionate	NO_Toxicity
BRD-K00206590	P-1075	YES_Toxicity
BRD-A52660433	tetrindole	NO_Toxicity
BRD-K36965586	m-chlorophenylbiguanide	YES_Toxicity
BRD-K80970344	pyrrolidine-dithiocarbamate	NO_Toxicity
BRD-K42142750	retrorsine	YES_Toxicity
BRD-K76064317	tyrphostin-AG-1296	NO_Toxicity
BRD-A31227688	kynuramine	YES_Toxicity
BRD-A37347161	BRL-52537	NO_Toxicity
BRD-A93236127	digitoxin	YES_Toxicity
BRD-K17140735	SCH-79797	YES_Toxicity
BRD-K33193182	methylnorlichexanthone	NO_Toxicity
BRD-K51313569	palbociclib	NO_Toxicity
BRD-K22010301	JLK-6	YES_Toxicity
BRD-K70914287	BIBX-1382	YES_Toxicity
BRD-K66782112	ICI-162846	NO_Toxicity
BRD-K09549677	mibefradil	NO_Toxicity
BRD-A64125466	dehydrocholate	NO_Toxicity
BRD-K79131256	albendazole	NO_Toxicity
BRD-K14282469	LY-165163	NO_Toxicity
BRD-K77175907	calcifediol	YES_Toxicity
BRD-A39522003	OMDM-2	NO_Toxicity
BRD-K54142781	cirazoline	YES_Toxicity
BRD-K33308633	INCA-6	NO_Toxicity
BRD-A23226398	estradiol	NO_Toxicity
BRD-A10523515	GSK-429286A	NO_Toxicity
BRD-K43164539	cholic-acid	NO_Toxicity
BRD-K21350491	phenamil	NO_Toxicity
BRD-A08877921	cephalotaxine	YES_Toxicity
BRD-K25311561	KU-55933	NO_Toxicity
BRD-K03319035	maprotiline	NO_Toxicity
BRD-A87387433	cefpodoxime	NO_Toxicity
BRD-K63516691	T-0156	NO_Toxicity
BRD-K62959606	sphingosine	NO_Toxicity
BRD-A99571536	dubinidine	YES_Toxicity
BRD-A96799240	4-hydroxyretinoic-acid	NO_Toxicity
BRD-K87555556	amiodarone	NO_Toxicity
BRD-K99107520	felbamate	NO_Toxicity
BRD-K36862742	hydroflumethiazide	NO_Toxicity
BRD-K87696786	LY-456236	YES_Toxicity
BRD-K66707493	lawsone	YES_Toxicity
BRD-K67537649	PQ-401	NO_Toxicity
BRD-A17411484	carprofen	NO_Toxicity
BRD-A20239487	atenolol-(+/-)	NO_Toxicity
BRD-K22631935	neurodazine	YES_Toxicity
BRD-K93480852	KN-93	NO_Toxicity
BRD-K94379058	BML-190	YES_Toxicity
BRD-A98378129	talniflumate	NO_Toxicity
BRD-K13571841	pepstatin	NO_Toxicity
BRD-K73982490	BI-78D3	YES_Toxicity
BRD-A96485169	EBPC	NO_Toxicity
BRD-A19633847	perhexiline	YES_Toxicity
BRD-K54095730	CMPD-1	NO_Toxicity
BRD-K39256324	rottlerin	NO_Toxicity
BRD-K35573744	erbstatin-analog	NO_Toxicity
BRD-A96897502	U-74389F	YES_Toxicity
BRD-K93034159	cladribine	NO_Toxicity
BRD-K28849549	mesalazine	NO_Toxicity
BRD-K08502430	angiogenesis-inhibitor	NO_Toxicity
BRD-K84141129	VU-0400193-3	YES_Toxicity
BRD-K26015241	ODQ	NO_Toxicity
BRD-K42221274	NNC-711	NO_Toxicity
BRD-K91904471	SD-169	NO_Toxicity
BRD-K39983086	loteprednol	NO_Toxicity
BRD-K52219182	ICI-63197	YES_Toxicity
BRD-K35430135	SR-59230A	NO_Toxicity
BRD-A27143604	diarylpropionitrile	NO_Toxicity
BRD-K29582115	ziprasidone	NO_Toxicity
BRD-K57304726	PRE-084	NO_Toxicity
BRD-K59753853	MDL-29951	NO_Toxicity
BRD-K95739795	tetrabenazine	YES_Toxicity
BRD-A49046702	SKF-89976A	NO_Toxicity
BRD-K68332390	ponalrestat	NO_Toxicity
BRD-K53979406	ALX-5407	YES_Toxicity
BRD-A25775766	securinine	YES_Toxicity
BRD-K47105409	AG-490	NO_Toxicity
BRD-K87991767	umbelliferone	NO_Toxicity
BRD-K87343924	wortmannin	NO_Toxicity
BRD-K42452249	EO-1428	NO_Toxicity
BRD-K71499074	diclofenamide	NO_Toxicity
BRD-K51941867	LM-1685	NO_Toxicity
BRD-K62609077	scoulerine	NO_Toxicity
BRD-K69608737	tacrolimus	YES_Toxicity
BRD-A75935363	atracurium	NO_Toxicity
BRD-A08709697	heliotrine	YES_Toxicity
BRD-K15916496	clotrimazole	NO_Toxicity
BRD-K49669041	BX-912	NO_Toxicity
BRD-A70407468	PSB-36	YES_Toxicity
BRD-K79437791	acetyl-farnesyl-cysteine	NO_Toxicity
BRD-K47328134	lysylphenylalanyl-tyrosine	NO_Toxicity
BRD-K68143200	NSC-95397	YES_Toxicity
BRD-K86003836	flubendazole	NO_Toxicity
BRD-A82238138	budesonide	NO_Toxicity
BRD-K35708212	ouabain	YES_Toxicity
BRD-A69917777	aminopentamide	NO_Toxicity
BRD-K15842202	eudesmic-acid	NO_Toxicity
BRD-K74305673	IKK-2-inhibitor-V	YES_Toxicity
BRD-A24381660	zeranol	NO_Toxicity
BRD-K28428262	brivanib	NO_Toxicity
BRD-K04710043	hexamethylenebisacetamide	NO_Toxicity
BRD-K43149758	myricetin	YES_Toxicity
BRD-K75478907	GS-39783	YES_Toxicity
BRD-A87848830	bimatoprost	NO_Toxicity
BRD-K16277217	piperacetazine	NO_Toxicity
BRD-K82795137	loratadine	NO_Toxicity
BRD-K40255344	tyrphostin-A9	YES_Toxicity
BRD-K07736136	VX-702	NO_Toxicity
BRD-K03981224	ethisterone	NO_Toxicity
BRD-K05658747	raltegravir	YES_Toxicity
BRD-K64881305	ispinesib	NO_Toxicity
BRD-K01436366	XMD-1150	NO_Toxicity
BRD-K68873215	phosphodiesterase-V-inhibitor-II	NO_Toxicity
BRD-K23478508	digoxin	YES_Toxicity
BRD-K23369905	oxiconazole	NO_Toxicity
BRD-A54487287	cortisone-acetate	NO_Toxicity
BRD-A51382177	fosinopril	NO_Toxicity
BRD-K43860855	iobenguane	NO_Toxicity
BRD-K14643723	4-(2-amino-ethyl)-benzenesulfonamide	YES_Toxicity
BRD-K30097969	pitavastatin	NO_Toxicity
BRD-K15025317	BAY-11-7082	NO_Toxicity
BRD-K81128206	edrophonium	NO_Toxicity
BRD-A75517195	thiazolopyrimidine	YES_Toxicity
BRD-A43082555	loxoprofen	YES_Toxicity
BRD-K89055274	alverine	NO_Toxicity
BRD-K83963101	MLN-8054	NO_Toxicity
BRD-A98299281	hydroxytacrine-maleate-(r,s)	YES_Toxicity
BRD-K79877282	PF-543	NO_Toxicity
BRD-K92760278	riboflavin	NO_Toxicity
BRD-A64933752	CV-1808	YES_Toxicity
BRD-A26787626	cyclopiazonic-acid	NO_Toxicity
BRD-A37837077	cyclazosin	NO_Toxicity
BRD-K35458079	edaravone	NO_Toxicity
BRD-K50464341	berbamine	YES_Toxicity
BRD-K95402279	geranylgeraniol	NO_Toxicity
BRD-A41304429	practolol	NO_Toxicity
BRD-K33396764	alpha-linolenic-acid	NO_Toxicity
BRD-A24891640	nimodipine	NO_Toxicity
BRD-K75295174	alisertib	YES_Toxicity
BRD-K94176593	TWS-119	YES_Toxicity
BRD-A47829399	artesunate	NO_Toxicity
BRD-K71289571	zafirlukast	YES_Toxicity
BRD-K08287586	butyl-paraben	NO_Toxicity
BRD-K26863634	BIX-01338	NO_Toxicity
BRD-A44008656	doxylamine	NO_Toxicity
BRD-K19284129	salvinorin-a	YES_Toxicity
BRD-K98372770	L-2167	NO_Toxicity
BRD-K88789588	letrozole	NO_Toxicity
BRD-K68144790	glycodeoxycholic-acid	NO_Toxicity
BRD-K28667196	fillalbin	NO_Toxicity
BRD-K04414442	SB-222200	YES_Toxicity
BRD-K64857848	XMD-885	YES_Toxicity
BRD-A09056319	alfuzosin	NO_Toxicity
BRD-K74765201	tomelukast	NO_Toxicity
BRD-K69023402	thapsigargin	YES_Toxicity
BRD-K68336408	tyrphostin-AG-1478	YES_Toxicity
BRD-K37206356	rhamnetin	NO_Toxicity
BRD-A80574334	oxalomalic-acid	YES_Toxicity
BRD-K16233984	eriochrome-black-t	YES_Toxicity
BRD-A90131694	alclometasone	NO_Toxicity
BRD-K44067360	flufenamic-acid	YES_Toxicity
BRD-K48722258	dilazep	NO_Toxicity
BRD-K05395900	nicotine	YES_Toxicity
BRD-K95992530	cyclo-[Arg-Gly-Asp-D-Phe-Val]	NO_Toxicity
BRD-K51575138	TPCA-1	NO_Toxicity
BRD-K32398298	alprazolam	NO_Toxicity
BRD-A03359064	ICI-89406	NO_Toxicity
BRD-A38913120	BH3I-1	NO_Toxicity
BRD-A42759514	ornidazole	NO_Toxicity
BRD-K88868628	iodoacetic-acid	YES_Toxicity
BRD-M72442222	vicriviroc	NO_Toxicity
BRD-K12539581	nocodazole	NO_Toxicity
BRD-K64785675	TG-100115	YES_Toxicity
BRD-K27721098	clopidogrel	NO_Toxicity
BRD-A88080608	equilin	NO_Toxicity
BRD-K44876623	zolpidem	NO_Toxicity
BRD-K68095457	palmitoylethanolamide	NO_Toxicity
BRD-K41160163	fenobam	YES_Toxicity
BRD-K91733562	secoisolariciresinol	NO_Toxicity
BRD-A22684332	procaterol	NO_Toxicity
BRD-K41868777	W-5	NO_Toxicity
BRD-K59331372	SB-366791	YES_Toxicity
BRD-A47494775	dipivefrine	YES_Toxicity
BRD-A96255180	ribavirin	NO_Toxicity
BRD-K21565985	xylazine	YES_Toxicity
BRD-K08115555	tyrphostin-AG-1288	NO_Toxicity
BRD-K01507359	rifampicin	NO_Toxicity
BRD-A54880345	etomidate	NO_Toxicity
BRD-K81209159	herniarin	NO_Toxicity
BRD-K00184207	GR-206	NO_Toxicity
BRD-K92723993	imatinib	YES_Toxicity
BRD-K76840893	RS-17053	NO_Toxicity
BRD-A64227845	SKF-77434	YES_Toxicity
BRD-K86882815	cabergoline	YES_Toxicity
BRD-K26997899	D-64131	YES_Toxicity
BRD-K68407802	KIN001-055	YES_Toxicity
BRD-K07881437	danusertib	NO_Toxicity
BRD-A49765801	fludroxycortide	NO_Toxicity
BRD-K94832621	Y-134	NO_Toxicity
BRD-K62221994	T-98475	NO_Toxicity
BRD-K74133369	oligomycin-a	NO_Toxicity
BRD-K02992638	lamivudine	NO_Toxicity
BRD-A39646320	HC-toxin	NO_Toxicity
BRD-K07888196	tyrphostin-AG-538	NO_Toxicity
BRD-K93618743	ipriflavone	NO_Toxicity
BRD-K06024458	N-arachidonyl-GABA	NO_Toxicity
BRD-K56115039	BU-226	NO_Toxicity
BRD-K73395020	ARP-101	NO_Toxicity
BRD-A35588707	teniposide	YES_Toxicity
BRD-K88551539	CAY-10585	NO_Toxicity
BRD-A32164164	methyllycaconitine	YES_Toxicity
BRD-K15592317	CP-466722	YES_Toxicity
BRD-K89839824	raltitrexed	NO_Toxicity
BRD-A14208071	oxyphenonium	NO_Toxicity
BRD-K45435259	SCH-23390	YES_Toxicity
BRD-A66559694	naltrexone	NO_Toxicity
BRD-A82329351	cycloheximide	NO_Toxicity
BRD-K12184470	flunarizine	YES_Toxicity
BRD-K89162000	tandutinib	NO_Toxicity
BRD-K99964838	bosutinib	NO_Toxicity
BRD-A42167015	carteolol	NO_Toxicity
BRD-A36630025	SN-38	YES_Toxicity
BRD-K43468059	byssochlamic-acid	NO_Toxicity
BRD-K81225797	SCH-58261	NO_Toxicity
BRD-A49734948	foliosidine	NO_Toxicity
BRD-K17415526	tyrphostin-AG-835	NO_Toxicity
BRD-K97061094	azacyclonol	NO_Toxicity
BRD-K10705233	GW-405833	YES_Toxicity
BRD-A95445494	maackiain	NO_Toxicity
BRD-K29653726	topiramate	NO_Toxicity
BRD-K72726508	arcyriaflavin-a	NO_Toxicity
BRD-K01493881	apigenin	NO_Toxicity
BRD-K34415467	trimethobenzamide	NO_Toxicity
BRD-A75478957	PD-166793	NO_Toxicity
BRD-M64432851	sunitinib	NO_Toxicity
BRD-K15616905	CCCP	YES_Toxicity
BRD-K14965640	ibuprofen-(S)	YES_Toxicity
BRD-K45479396	BP-554	YES_Toxicity
BRD-K64835161	ML-167	YES_Toxicity
BRD-A73605923	mocimycin	NO_Toxicity
BRD-K14681867	somatostatin	NO_Toxicity
BRD-K40227168	vinburnine	NO_Toxicity
BRD-K57930253	nitrazepam	NO_Toxicity
BRD-K85606544	neratinib	NO_Toxicity
BRD-K69556541	ryanodine	NO_Toxicity
BRD-K72024482	MRS-1754	NO_Toxicity
BRD-K25906698	immepip	NO_Toxicity
BRD-A62184259	cycloheximide	YES_Toxicity
BRD-K56614220	clofazimine	NO_Toxicity
BRD-K16444452	ibudilast	NO_Toxicity
BRD-K27450477	EHNA	NO_Toxicity
BRD-K23623876	decafluorobutane	NO_Toxicity
BRD-A46747628	ouabain	YES_Toxicity
BRD-K56403959	ZK-756326	NO_Toxicity
BRD-A22897758	pinacidil	NO_Toxicity
BRD-K03842655	penitrem-a	YES_Toxicity
BRD-K52620403	STO-609	NO_Toxicity
BRD-A36471396	biperiden	NO_Toxicity
BRD-K02607075	tubocurarine	YES_Toxicity
BRD-A84389091	L-655708	NO_Toxicity
BRD-K08640512	RS-100329	NO_Toxicity
BRD-K10177585	PSB-11	NO_Toxicity
BRD-K97330509	SRC-kinase-inhibitor-II	NO_Toxicity
BRD-K30990140	FR-122047	NO_Toxicity
BRD-K19360254	ergocornine	YES_Toxicity
BRD-K32247306	primidone	YES_Toxicity
BRD-K85266041	DNQX	YES_Toxicity
BRD-K85242180	beta-CCP	NO_Toxicity
BRD-K50018155	RS-67506	NO_Toxicity
BRD-A79465854	auranofin	YES_Toxicity
BRD-K79124250	ioxaglic-acid	NO_Toxicity
BRD-K00824317	fludroxycortide	NO_Toxicity
BRD-A48570745	ivermectin	YES_Toxicity
BRD-K67860401	AR-A014418	NO_Toxicity
BRD-K31238592	devazepide	YES_Toxicity
BRD-A55594068	vinblastine	NO_Toxicity
BRD-K31553034	zibotentan	NO_Toxicity
BRD-K08132273	tyrphostin	NO_Toxicity
BRD-K78126613	menadione	NO_Toxicity
BRD-K66792149	quinoclamine	NO_Toxicity
BRD-K36737713	AG-957	NO_Toxicity
BRD-K77908580	entinostat	YES_Toxicity
BRD-K07303502	arachidonyl-trifluoro-methane	NO_Toxicity
BRD-K64606589	apicidin	NO_Toxicity
BRD-K15935639	z-leu3-VS	NO_Toxicity
BRD-K36007650	puromycin	YES_Toxicity
BRD-K35960502	niclosamide	NO_Toxicity
BRD-K76907295	VU-0418947-2	YES_Toxicity
BRD-K66175015	afatinib	NO_Toxicity
BRD-A75144621	digoxin	YES_Toxicity
BRD-K63606607	bufalin	YES_Toxicity
