pert_id	TAG	pert_iname	Toxicity
BRD-A36630025	0.0	SN-38	YES_Toxicity
BRD-K26134695	0.0	calpeptin	NO_Toxicity
BRD-K01902415	0.0	pirinixic-acid	NO_Toxicity
BRD-A80502530	0.0	cinobufagin	YES_Toxicity
BRD-K97509413	0.0	coumestrol	NO_Toxicity
BRD-K41260949	0.0	valproic-acid	NO_Toxicity
BRD-K43797669	0.0	genistein	NO_Toxicity
BRD-A60070924	0.0	alpha-estradiol	NO_Toxicity
BRD-A34205397	0.0	suloctidil	NO_Toxicity
BRD-K58938839	0.0	cyclopamine	NO_Toxicity
BRD-A62071884	0.0	siguazodan	NO_Toxicity
BRD-K54708045	0.0	nTZDpa	NO_Toxicity
BRD-A94624445	0.0	bucladesine	NO_Toxicity
BRD-A06726973	0.0	dibutyrylcyclic-gmp	NO_Toxicity
BRD-K18910433	0.0	estradiol	NO_Toxicity
BRD-K36965586	0.0	m-chlorophenylbiguanide	YES_Toxicity
BRD-A31801025	0.0	formestane	NO_Toxicity
BRD-K92446736	0.0	zatebradine	NO_Toxicity
BRD-K34581968	0.0	BMS-536924	NO_Toxicity
BRD-K01779529	0.0	fluoropyruvate	NO_Toxicity
BRD-K74402642	0.0	NSC-632839	NO_Toxicity
BRD-A79465854	0.0	auranofin	YES_Toxicity
BRD-K88358234	0.0	xaliproden	NO_Toxicity
BRD-A62182663	0.0	YK-4279	NO_Toxicity
BRD-K94832621	0.0	Y-134	NO_Toxicity
BRD-K32107296	0.0	temozolomide	NO_Toxicity
BRD-K12932420	0.0	YM-976	NO_Toxicity
BRD-K60623809	0.0	SU-11652	NO_Toxicity
BRD-K20285085	0.0	fostamatinib	NO_Toxicity
BRD-K59597909	0.0	phenothiazine	NO_Toxicity
BRD-K68997413	0.0	PF-3845	NO_Toxicity
BRD-A19633847	0.0	perhexiline	YES_Toxicity
BRD-K15935639	0.0	z-leu3-VS	NO_Toxicity
BRD-K06792661	0.0	narciclasine	YES_Toxicity
BRD-K78659596	0.0	ixazomib	NO_Toxicity
BRD-K11373525	0.0	ZD-7155	YES_Toxicity
BRD-K16406336	0.0	methylene-blue	YES_Toxicity
BRD-A58955223	0.0	sulforaphane	NO_Toxicity
BRD-K45446451	0.0	JZL-184	YES_Toxicity
BRD-K05151076	0.0	ZK-164015	YES_Toxicity
BRD-K33882852	0.0	ZK-93423	NO_Toxicity
BRD-A52650764	0.0	ingenol	YES_Toxicity
BRD-A02481876	0.0	importazole	NO_Toxicity
BRD-K68392338	0.0	ZK-93426	NO_Toxicity
BRD-K19605405	0.0	ZM-241385	NO_Toxicity
BRD-K86191271	0.0	cytosporone-b	NO_Toxicity
BRD-K40892394	0.0	AR-C133057XX	NO_Toxicity
BRD-K41337261	0.0	ZM-306416	YES_Toxicity
BRD-K67831364	0.0	ZM-323881	YES_Toxicity
BRD-K12516989	0.0	zaprinast	NO_Toxicity
BRD-A67438293	0.0	treprostinil	NO_Toxicity
BRD-K40619305	0.0	larixinic-acid	YES_Toxicity
BRD-K09485525	0.0	GANT-61	NO_Toxicity
BRD-A22707317	0.0	SB-205384	NO_Toxicity
BRD-K59570838	0.0	homoveratrylamine	NO_Toxicity
BRD-K20313525	0.0	rosmarinic-acid	NO_Toxicity
BRD-K06426971	0.0	ryuvidine	YES_Toxicity
BRD-K05901394	0.0	terguride	YES_Toxicity
BRD-K83637872	0.0	SANT-1	NO_Toxicity
BRD-K49481516	0.0	galantamine	YES_Toxicity
BRD-A79903587	0.0	tegafur	NO_Toxicity
BRD-K31534764	0.0	fluvoxamine	NO_Toxicity
BRD-K77677632	0.0	SB-200646	NO_Toxicity
BRD-K54330070	0.0	SB-202190	NO_Toxicity
BRD-K00673382	0.0	famotidine	NO_Toxicity
BRD-A37704979	0.0	SB-203580	NO_Toxicity
BRD-K42260897	0.0	ezetimibe	NO_Toxicity
BRD-K33425534	0.0	exemestane	NO_Toxicity
BRD-K39391626	0.0	ethylestrenol	NO_Toxicity
BRD-K92413528	0.0	thiazolidinecarboxylic-acid	NO_Toxicity
BRD-K99447003	0.0	enalaprilat	NO_Toxicity
BRD-K40758068	0.0	efavirenz	NO_Toxicity
BRD-K13664374	0.0	dichloroacetic-acid	NO_Toxicity
BRD-K39462424	0.0	dexchlorpheniramine	YES_Toxicity
BRD-K04414442	0.0	SB-222200	YES_Toxicity
BRD-K24201553	0.0	SB-269970	NO_Toxicity
BRD-K59331372	0.0	SB-366791	YES_Toxicity
BRD-K73589401	0.0	corticosterone	YES_Toxicity
BRD-K76805682	0.0	SB-415286	NO_Toxicity
BRD-K15916496	0.0	clotrimazole	NO_Toxicity
BRD-K14767410	0.0	SC-560	NO_Toxicity
BRD-K85518562	0.0	cilastatin	NO_Toxicity
BRD-K26373640	0.0	IKK-2-inhibitor	YES_Toxicity
BRD-K48932581	0.0	cetraxate	NO_Toxicity
BRD-K82823076	0.0	Ro-15-4513	NO_Toxicity
BRD-A24191444	0.0	ifenprodil	YES_Toxicity
BRD-A69927616	0.0	isradipine	YES_Toxicity
BRD-K21283037	0.0	riluzole	YES_Toxicity
BRD-K56596464	0.0	QX-314	YES_Toxicity
BRD-K70799801	0.0	quinidine	YES_Toxicity
BRD-K32412559	0.0	morphothebaine	NO_Toxicity
BRD-K15588452	0.0	R-96544	NO_Toxicity
BRD-K70505054	0.0	ranitidine	YES_Toxicity
BRD-K21853356	0.0	RG-14620	NO_Toxicity
BRD-K57930253	0.0	nitrazepam	NO_Toxicity
BRD-A96107863	0.0	nisoldipine	NO_Toxicity
BRD-K34330170	0.0	rotenonic-acid	YES_Toxicity
BRD-K08640512	0.0	RS-100329	NO_Toxicity
BRD-K87048468	0.0	RS-102221	NO_Toxicity
BRD-A16934955	0.0	nalbuphine	NO_Toxicity
BRD-K76840893	0.0	RS-17053	NO_Toxicity
BRD-A39052811	0.0	mosapride	NO_Toxicity
BRD-K26160755	0.0	RS-45041-190	NO_Toxicity
BRD-K02227374	0.0	milnacipran	YES_Toxicity
BRD-K84036904	0.0	testosterone	NO_Toxicity
BRD-A29437505	0.0	RWJ-21757	NO_Toxicity
BRD-A11990600	0.0	lorazepam	NO_Toxicity
BRD-A43974499	0.0	reboxetine	YES_Toxicity
BRD-K51671335	0.0	levosulpiride	NO_Toxicity
BRD-K52930707	0.0	rescinnamine	YES_Toxicity
BRD-K49404994	0.0	levetiracetam	NO_Toxicity
BRD-K32755366	0.0	reserpic-acid	YES_Toxicity
BRD-A65550283	0.0	ginsenoside	NO_Toxicity
BRD-K59456551	0.0	methotrexate	YES_Toxicity
BRD-K25591257	0.0	resveratrol	NO_Toxicity
BRD-M62162320	0.0	rilmenidine	YES_Toxicity
BRD-K30097969	0.0	pitavastatin	NO_Toxicity
BRD-K25875056	0.0	SC-9	NO_Toxicity
BRD-A87387433	0.0	cefpodoxime	NO_Toxicity
BRD-K04993501	0.0	cefixime	NO_Toxicity
BRD-K52620403	0.0	STO-609	NO_Toxicity
BRD-K60487568	0.0	SU-4312	NO_Toxicity
BRD-K47761761	0.0	PD-168077	NO_Toxicity
BRD-A70649075	0.0	sulconazole	NO_Toxicity
BRD-A10715913	0.0	sulpiride	NO_Toxicity
BRD-A24122750	0.0	saclofen	YES_Toxicity
BRD-A14566392	0.0	scopolamine	YES_Toxicity
BRD-K62609077	0.0	scoulerine	NO_Toxicity
BRD-K21971034	0.0	OM-137	YES_Toxicity
BRD-K25741894	0.0	skimmianine	YES_Toxicity
BRD-K97330509	0.0	SRC-kinase-inhibitor-II	NO_Toxicity
BRD-K68332390	0.0	ponalrestat	NO_Toxicity
BRD-K84595254	0.0	strophanthidin	YES_Toxicity
BRD-K35708212	0.0	ouabain	YES_Toxicity
BRD-K79090631	0.0	CGP-60474	NO_Toxicity
BRD-K30189597	0.0	SYK-inhibitor	NO_Toxicity
BRD-K63516691	0.0	T-0156	NO_Toxicity
BRD-K76908866	0.0	CP-724714	NO_Toxicity
BRD-K25186396	0.0	tangeritin	NO_Toxicity
BRD-K49328571	0.0	dasatinib	NO_Toxicity
BRD-K15402119	0.0	huperzine-a	YES_Toxicity
BRD-K82357231	0.0	desloratadine	NO_Toxicity
BRD-A74771556	0.0	nikkomycin	NO_Toxicity
BRD-A61858259	0.0	CAY-10415	NO_Toxicity
BRD-A00520476	0.0	AF-DX-116	NO_Toxicity
BRD-K56745457	0.0	azauridine	NO_Toxicity
BRD-K49372556	0.0	mofezolac	NO_Toxicity
BRD-K55591206	0.0	epigallocatechin-gallate-(-)	NO_Toxicity
BRD-K30197592	0.0	5-methoxytryptamine	NO_Toxicity
BRD-K20287671	0.0	SU-4312	NO_Toxicity
BRD-K29905972	0.0	axitinib	YES_Toxicity
BRD-K52735702	0.0	cefdinir	NO_Toxicity
BRD-K72895815	0.0	SSR-69071	NO_Toxicity
BRD-K31471398	0.0	dihydrexidine	NO_Toxicity
BRD-A42423104	0.0	benproperine	NO_Toxicity
BRD-K46469693	0.0	SCH-442416	YES_Toxicity
BRD-A35519318	0.0	benidipine	YES_Toxicity
BRD-K81225797	0.0	SCH-58261	NO_Toxicity
BRD-A17448384	0.0	beclometasone	NO_Toxicity
BRD-A68888262	0.0	azelastine	YES_Toxicity
BRD-K15868788	0.0	SDZ-205-557	NO_Toxicity
BRD-A75935363	0.0	atracurium	NO_Toxicity
BRD-A64297288	0.0	amlodipine	YES_Toxicity
BRD-K15601958	0.0	SEW-2871	NO_Toxicity
BRD-K29530284	0.0	amlexanox	NO_Toxicity
BRD-K46742498	0.0	alosetron	NO_Toxicity
BRD-A59985574	0.0	topotecan	YES_Toxicity
BRD-K62982419	0.0	cilomilast	NO_Toxicity
BRD-A09828896	0.0	SKF-81297	YES_Toxicity
BRD-K64785675	0.0	TG-100115	YES_Toxicity
BRD-A25569250	0.0	KI-16425	NO_Toxicity
BRD-K11636097	0.0	JNJ-7706621	YES_Toxicity
BRD-K16621777	0.0	enobosarm	NO_Toxicity
BRD-K42125900	0.0	docetaxel	NO_Toxicity
BRD-K63923597	0.0	barasertib-HQPA	NO_Toxicity
BRD-K24681473	0.0	YM-155	NO_Toxicity
BRD-A13807286	0.0	HA-14-1	NO_Toxicity
BRD-K15600710	0.0	obatoclax	NO_Toxicity
BRD-K23984367	0.0	sorafenib	YES_Toxicity
BRD-K05926469	0.0	lenalidomide	NO_Toxicity
BRD-M07438658	0.0	lapatinib	YES_Toxicity
BRD-K66175015	0.0	afatinib	NO_Toxicity
BRD-A99449986	0.0	MT-21	NO_Toxicity
BRD-K15842202	0.0	eudesmic-acid	NO_Toxicity
BRD-K10466330	0.0	AVA	NO_Toxicity
BRD-K55677650	0.0	CO-101244	NO_Toxicity
BRD-A83695761	0.0	chromanol	NO_Toxicity
BRD-A41555725	0.0	chlortetracycline	NO_Toxicity
BRD-K32828673	0.0	chelidonine	YES_Toxicity
BRD-A53416814	0.0	ceramide	YES_Toxicity
BRD-A26787626	0.0	cyclopiazonic-acid	NO_Toxicity
BRD-K40965114	0.0	cyanopindolol	YES_Toxicity
BRD-K53545112	0.0	CNQX	YES_Toxicity
BRD-K53263234	0.0	CITCO	NO_Toxicity
BRD-K14693417	0.0	cinchonine	NO_Toxicity
BRD-K34157611	0.0	cimetidine	NO_Toxicity
BRD-K17075857	0.0	chloroxine	NO_Toxicity
BRD-A65671304	0.0	candesartan-cilextil	YES_Toxicity
BRD-A09539288	0.0	homatropine	NO_Toxicity
BRD-K41707108	0.0	ceramide	YES_Toxicity
BRD-K97688263	0.0	benzamil	NO_Toxicity
BRD-A15131297	0.0	benazepril	NO_Toxicity
BRD-K43468059	0.0	byssochlamic-acid	NO_Toxicity
BRD-A22713669	0.0	BVT-948	NO_Toxicity
BRD-A05186015	0.0	bupropion	NO_Toxicity
BRD-A60571864	0.0	budesonide	NO_Toxicity
BRD-K56115039	0.0	BU-226	NO_Toxicity
BRD-K59163477	0.0	cisapride	NO_Toxicity
BRD-A73859745	0.0	glycodeoxycholic-acid	NO_Toxicity
BRD-A74667430	0.0	etodolac	YES_Toxicity
BRD-K95309561	0.0	dienestrol	NO_Toxicity
BRD-A36066264	0.0	estradiol-benzoate	NO_Toxicity
BRD-A18917088	0.0	estradiol	NO_Toxicity
BRD-K39746403	0.0	erythromycin-estolate	NO_Toxicity
BRD-A88080608	0.0	equilin	NO_Toxicity
BRD-A25687296	0.0	emetine	YES_Toxicity
BRD-K80325895	0.0	eicosadienoic-acid	NO_Toxicity
BRD-K50464341	0.0	berbamine	YES_Toxicity
BRD-A99571536	0.0	dubinidine	YES_Toxicity
BRD-K54233340	0.0	dorsomorphin	NO_Toxicity
BRD-A44701612	0.0	dihydroergocristine	NO_Toxicity
BRD-K18518344	0.0	digitoxigenin	YES_Toxicity
BRD-K99922388	0.0	DPO-1	NO_Toxicity
BRD-A52530684	0.0	doxorubicin	YES_Toxicity
BRD-K38305202	0.0	domperidone	NO_Toxicity
BRD-A69636825	0.0	diltiazem	YES_Toxicity
BRD-A65076780	0.0	dihydroergocristine	NO_Toxicity
BRD-K26117720	0.0	gingerol	YES_Toxicity
BRD-A47144777	0.0	dihydro-7-desacetyldeoxygedunin	YES_Toxicity
BRD-A94756469	0.0	digoxin	YES_Toxicity
BRD-A93236127	0.0	digitoxin	YES_Toxicity
BRD-K45542189	0.0	diethylcarbamazine	NO_Toxicity
BRD-A55484088	0.0	BNTX	NO_Toxicity
BRD-A92177080	0.0	betamethasone-acetate	NO_Toxicity
BRD-K70327191	0.0	benzoxiquine	NO_Toxicity
BRD-A16694057	0.0	BADGE	NO_Toxicity
BRD-K15592317	0.0	CP-466722	YES_Toxicity
BRD-K49669041	0.0	BX-912	NO_Toxicity
BRD-K46056750	0.0	AZD-7762	NO_Toxicity
BRD-K41895714	0.0	AS-605240	NO_Toxicity
BRD-K68191783	0.0	ALW-II-38-3	NO_Toxicity
BRD-K93918653	0.0	quizartinib	NO_Toxicity
BRD-K59369769	0.0	tozasertib	NO_Toxicity
BRD-K00627859	0.0	tubastatin-a	NO_Toxicity
BRD-K29313308	0.0	HDAC3-selective	NO_Toxicity
BRD-K77908580	0.0	entinostat	YES_Toxicity
BRD-A63998256	0.0	helveticoside	NO_Toxicity
BRD-A95939040	0.0	sertaconazole	NO_Toxicity
BRD-K89923877	0.0	scopolamine	YES_Toxicity
BRD-K53857191	0.0	risperidone	YES_Toxicity
BRD-A07765530	0.0	epinephrine-(racemic)	YES_Toxicity
BRD-K13032584	0.0	procarbazine	NO_Toxicity
BRD-K06388322	0.0	pramipexole	NO_Toxicity
BRD-K37991163	0.0	paroxetine	NO_Toxicity
BRD-K66615216	0.0	moxifloxacin	NO_Toxicity
BRD-K67080878	0.0	milrinone	YES_Toxicity
BRD-A83937277	0.0	mephenytoin	NO_Toxicity
BRD-K92428232	0.0	GSK-461364	NO_Toxicity
BRD-K04887706	0.0	AKT-inhibitor-1-2	NO_Toxicity
BRD-A29901043	0.0	KIN001-127	NO_Toxicity
BRD-A36010170	0.0	amcinonide	NO_Toxicity
BRD-A09062839	0.0	amyleine	YES_Toxicity
BRD-K52397688	0.0	amperozide	NO_Toxicity
BRD-K56558538	0.0	ambroxol	NO_Toxicity
BRD-K41445866	0.0	alfaxalone	YES_Toxicity
BRD-K93080877	0.0	Ala-Ala-Phe-CMK	NO_Toxicity
BRD-K12057390	0.0	apigenin	NO_Toxicity
BRD-K98490050	0.0	amsacrine	NO_Toxicity
BRD-K17561142	0.0	amiodarone	NO_Toxicity
BRD-K43068349	0.0	AMG-9810	NO_Toxicity
BRD-A56675431	0.0	altizide	NO_Toxicity
BRD-K83963101	0.0	MLN-8054	NO_Toxicity
BRD-K35498378	0.0	alrestatin	NO_Toxicity
BRD-A14966924	0.0	alaproclate	NO_Toxicity
BRD-K51223576	0.0	AG-99	NO_Toxicity
BRD-K36737713	0.0	AG-957	NO_Toxicity
BRD-K43405658	0.0	tyrphostin-AG-527	NO_Toxicity
BRD-A07824748	0.0	flavanone	NO_Toxicity
BRD-A85280935	0.0	quinpirole	YES_Toxicity
BRD-A45498368	0.0	WYE-125132	NO_Toxicity
BRD-K51313569	0.0	palbociclib	NO_Toxicity
BRD-A37959677	0.0	estrone	NO_Toxicity
BRD-A41519720	0.0	ezetimibe	NO_Toxicity
BRD-A42628519	0.0	iopanoic-acid	NO_Toxicity
BRD-A34255068	0.0	rolipram	NO_Toxicity
BRD-A77349281	0.0	RK-682	NO_Toxicity
BRD-K40887525	0.0	ritanserin	NO_Toxicity
BRD-K13725475	0.0	rhodomyrtoxin	YES_Toxicity
BRD-K37206356	0.0	rhamnetin	NO_Toxicity
BRD-K72222507	0.0	quinapril	NO_Toxicity
BRD-K50836978	0.0	purvalanol-a	YES_Toxicity
BRD-K83302049	0.0	protopine	YES_Toxicity
BRD-A34806832	0.0	proscillaridin	YES_Toxicity
BRD-K46137903	0.0	prednicarbate	NO_Toxicity
BRD-K67100011	0.0	pivmecillinam	NO_Toxicity
BRD-K38251852	0.0	paxilline	YES_Toxicity
BRD-K71266197	0.0	PSB-06126	NO_Toxicity
BRD-A67479912	0.0	progesterone	NO_Toxicity
BRD-A55913614	0.0	primaquine	YES_Toxicity
BRD-A35912562	0.0	pregnenolone-succinate	NO_Toxicity
BRD-A78391468	0.0	prednisolone-hemisuccinate	NO_Toxicity
BRD-A30205217	0.0	ethotoin	NO_Toxicity
BRD-K57304726	0.0	PRE-084	NO_Toxicity
BRD-K24132293	0.0	piperlongumine	NO_Toxicity
BRD-A97479839	0.0	piperidolate	NO_Toxicity
BRD-K21350491	0.0	phenamil	NO_Toxicity
BRD-K54411430	0.0	robustic-acid	YES_Toxicity
BRD-K82941592	0.0	rosuvastatin	NO_Toxicity
BRD-K74212935	0.0	ergocryptine	NO_Toxicity
BRD-K83063356	0.0	RS-102895	YES_Toxicity
BRD-K80431395	0.0	triciribine	YES_Toxicity
BRD-A92439610	0.0	triamcinolone-acetonide	NO_Toxicity
BRD-K64514229	0.0	toltrazuril	NO_Toxicity
BRD-K09631521	0.0	thiotepa	YES_Toxicity
BRD-A06352418	0.0	terfenadine	NO_Toxicity
BRD-A22844106	0.0	tenoxicam	YES_Toxicity
BRD-K34820100	0.0	tebuthiuron	NO_Toxicity
BRD-K55454768	0.0	TAS-301	YES_Toxicity
BRD-K51476772	0.0	ST-638	NO_Toxicity
BRD-A54596827	0.0	solifenacin	NO_Toxicity
BRD-K82036761	0.0	sertraline	YES_Toxicity
BRD-A58564983	0.0	selamectin	NO_Toxicity
BRD-K52512893	0.0	SC-19220	NO_Toxicity
BRD-K80639402	0.0	SB-258585	NO_Toxicity
BRD-K46766488	0.0	S-14506	NO_Toxicity
BRD-K39256324	0.0	rottlerin	NO_Toxicity
BRD-K51541829	0.0	Ro-25-6981	NO_Toxicity
BRD-K42142750	0.0	retrorsine	YES_Toxicity
BRD-A71765365	0.0	mepireserpate	YES_Toxicity
BRD-K07859598	0.0	GW-5074	YES_Toxicity
BRD-K20742498	0.0	RS-39604	NO_Toxicity
BRD-A93477898	0.0	PETCM	NO_Toxicity
BRD-A45333398	0.0	periplocymarin	YES_Toxicity
BRD-A44448661	0.0	pentobarbital	YES_Toxicity
BRD-K03842655	0.0	penitrem-a	YES_Toxicity
BRD-K39915878	0.0	loxapine	YES_Toxicity
BRD-A32836748	0.0	leu-enkephalin	NO_Toxicity
BRD-A72711497	0.0	lasalocid	YES_Toxicity
BRD-K08109516	0.0	L-701324	NO_Toxicity
BRD-K18036262	0.0	L-168049	NO_Toxicity
BRD-K09497549	0.0	kawain	NO_Toxicity
BRD-A40639672	0.0	ketorolac	YES_Toxicity
BRD-A37432947	0.0	ipratropium	YES_Toxicity
BRD-K48869804	0.0	icilin	NO_Toxicity
BRD-K57222227	0.0	indometacin	YES_Toxicity
BRD-A78942461	0.0	ICI-118551	NO_Toxicity
BRD-K37447567	0.0	hydrocotarnine	NO_Toxicity
BRD-K29673530	0.0	hypericin	NO_Toxicity
BRD-A17535965	0.0	gelsemine	YES_Toxicity
BRD-A49148672	0.0	galantamine	YES_Toxicity
BRD-K33818169	0.0	GW-3965	NO_Toxicity
BRD-K32830106	0.0	guanfacine	YES_Toxicity
BRD-A33084410	0.0	5'-guanidinonaltrindole	NO_Toxicity
BRD-A29082194	0.0	gitoxigenin	YES_Toxicity
BRD-A71157293	0.0	fursultiamine	NO_Toxicity
BRD-A15297126	0.0	fluocinolone-acetonide	YES_Toxicity
BRD-A92826379	0.0	lupanine	YES_Toxicity
BRD-K95899059	0.0	LY-344864	NO_Toxicity
BRD-K62792802	0.0	LY-83583	YES_Toxicity
BRD-K76810206	0.0	nicergoline	NO_Toxicity
BRD-K55191674	0.0	benzylpenicillin	NO_Toxicity
BRD-A43150328	0.0	penicillic-acid	NO_Toxicity
BRD-K48735772	0.0	PD-158780	NO_Toxicity
BRD-A28746609	0.0	paclitaxel	YES_Toxicity
BRD-A43671941	0.0	oxprenolol	YES_Toxicity
BRD-A46747628	0.0	ouabain	YES_Toxicity
BRD-A68930007	0.0	ouabain	YES_Toxicity
BRD-A37541666	0.0	naloxone	NO_Toxicity
BRD-K03109492	0.0	NSC-663284	NO_Toxicity
BRD-A61470182	0.0	N-formylmethionylalanine	NO_Toxicity
BRD-A24817035	0.0	laudanosine	YES_Toxicity
BRD-A18419789	0.0	etoposide	NO_Toxicity
BRD-K46862739	0.0	metyrapone	NO_Toxicity
BRD-K88741031	0.0	methyl-2,5-dihydroxycinnamate	NO_Toxicity
BRD-A06784547	0.0	MRS-1334	NO_Toxicity
BRD-K19554809	0.0	MK-212	YES_Toxicity
BRD-A48237631	0.0	mitomycin-c	YES_Toxicity
BRD-A61793559	0.0	metolazone	NO_Toxicity
BRD-K91336023	0.0	mesulergine	YES_Toxicity
BRD-K64746805	0.0	MBCQ	NO_Toxicity
BRD-K89152108	0.0	liothyronine	NO_Toxicity
BRD-A37492983	0.0	iocetamic-acid	NO_Toxicity
BRD-A52660433	0.0	tetrindole	NO_Toxicity
BRD-K83988098	0.0	alvespimycin	YES_Toxicity
BRD-K40255344	0.0	tyrphostin-A9	YES_Toxicity
BRD-K24994810	0.0	androstenol	NO_Toxicity
BRD-K32836707	0.0	CAY-10577	NO_Toxicity
BRD-K77175907	0.0	calcifediol	YES_Toxicity
BRD-K71512533	0.0	SNS-314	NO_Toxicity
BRD-K17743125	0.0	belinostat	NO_Toxicity
BRD-K50140147	0.0	NVP-TAE684	NO_Toxicity
BRD-A32161980	0.0	carbetocin	NO_Toxicity
BRD-K07888107	0.0	depudecin	NO_Toxicity
BRD-K55991774	0.0	BAS-09104376	NO_Toxicity
BRD-K74133369	0.0	oligomycin-a	NO_Toxicity
BRD-A45664787	0.0	iloprost	YES_Toxicity
BRD-K22096725	0.0	ALW-II-49-7	NO_Toxicity
BRD-K19416115	0.0	sitagliptin	NO_Toxicity
BRD-K31553034	0.0	zibotentan	NO_Toxicity
BRD-K64881305	0.0	ispinesib	NO_Toxicity
BRD-K16478699	0.0	PLX-4720	NO_Toxicity
BRD-K29733039	0.0	deforolimus	NO_Toxicity
BRD-K97056771	0.0	GNF-2	NO_Toxicity
BRD-A16700644	0.0	isoxsuprine	YES_Toxicity
BRD-K25504083	0.0	cytochalasin-d	YES_Toxicity
BRD-M64432851	0.0	sunitinib	NO_Toxicity
BRD-K77008974	0.0	WYE-354	NO_Toxicity
BRD-K63828191	0.0	raloxifene	NO_Toxicity
BRD-A26199074	0.0	calmidazolium	NO_Toxicity
BRD-K62363391	0.0	dapsone	YES_Toxicity
BRD-K87226815	0.0	cycloserine-(d)	NO_Toxicity
BRD-A09722536	0.0	cyclophosphamide	YES_Toxicity
BRD-K63641886	0.0	cefuroxime	NO_Toxicity
BRD-K03406345	0.0	azacitidine	YES_Toxicity
BRD-K98763141	0.0	niflumic-acid	YES_Toxicity
BRD-K81473089	0.0	tacrine	YES_Toxicity
BRD-K79602928	0.0	metformin	NO_Toxicity
BRD-K71926323	0.0	marbofloxacin	NO_Toxicity
BRD-K66043364	0.0	noscapine	YES_Toxicity
BRD-K64517075	0.0	heliomycin	NO_Toxicity
BRD-K47679368	0.0	bromfenac	NO_Toxicity
BRD-K37194137	0.0	III606050	YES_Toxicity
BRD-K35573744	0.0	erbstatin-analog	NO_Toxicity
BRD-K34098590	0.0	tienilic-acid	NO_Toxicity
BRD-K10852020	0.0	tolcapone	NO_Toxicity
BRD-K04389336	0.0	labetalol	NO_Toxicity
BRD-A82307304	0.0	atorvastatin	NO_Toxicity
BRD-A64479082	0.0	quinidine	YES_Toxicity
BRD-A25576662	0.0	streptozotocin	NO_Toxicity
BRD-A37837077	0.0	cyclazosin	NO_Toxicity
BRD-K10573841	0.0	tunicamycin	NO_Toxicity
BRD-K00234327	0.0	RU-24969	YES_Toxicity
BRD-A46179541	0.0	doxapram	YES_Toxicity
BRD-K55070890	0.0	thiothixene	YES_Toxicity
BRD-K82135108	0.0	elesclomol	NO_Toxicity
BRD-A85860691	0.0	chaetocin	NO_Toxicity
BRD-K71799949	0.0	carbamazepine	NO_Toxicity
BRD-A35588707	0.0	teniposide	YES_Toxicity
BRD-K53855319	0.0	SRT-1720	NO_Toxicity
BRD-K35960502	0.0	niclosamide	NO_Toxicity
BRD-K85606544	0.0	neratinib	NO_Toxicity
BRD-K09778810	0.0	FGIN-1-27	YES_Toxicity
BRD-K05653692	0.0	DL-PDMP	NO_Toxicity
BRD-K47983010	0.0	BX-795	NO_Toxicity
BRD-K82746043	0.0	navitoclax	NO_Toxicity
BRD-K53414658	0.0	tivozanib	YES_Toxicity
BRD-K20755323	0.0	SKI-II	NO_Toxicity
BRD-K19295594	0.0	gossypol	NO_Toxicity
BRD-K00317371	0.0	RITA	NO_Toxicity
BRD-A18763547	0.0	BAX-channel-blocker	NO_Toxicity
BRD-K89732114	0.0	trifluoperazine	NO_Toxicity
BRD-K56231354	0.0	triprolidine	YES_Toxicity
BRD-K48427617	0.0	U-0124	YES_Toxicity
BRD-K11742128	0.0	triprolidine	YES_Toxicity
BRD-K27141178	0.0	SB-203186	NO_Toxicity
BRD-A68039575	0.0	liquiritigenin	NO_Toxicity
BRD-A75517195	0.0	thiazolopyrimidine	YES_Toxicity
BRD-A75409952	0.0	wortmannin	NO_Toxicity
BRD-K62810658	0.0	PD-98059	YES_Toxicity
BRD-A16998493	0.0	etodolac	YES_Toxicity
BRD-K27721098	0.0	clopidogrel	NO_Toxicity
BRD-A34208323	0.0	VU-0404997-2	NO_Toxicity
BRD-K39823328	0.0	VU-0366037-2	NO_Toxicity
BRD-K30649484	0.0	mafenide	NO_Toxicity
BRD-A19500257	0.0	geldanamycin	NO_Toxicity
BRD-A25004090	0.0	erastin	NO_Toxicity
BRD-K50128260	0.0	sildenafil	YES_Toxicity
BRD-K67844266	0.0	pevonedistat	NO_Toxicity
BRD-A81541225	0.0	oligomycin-a	NO_Toxicity
BRD-K78126613	0.0	menadione	NO_Toxicity
BRD-K78959463	0.0	FPL-64176	NO_Toxicity
BRD-K07303502	0.0	arachidonyl-trifluoro-methane	NO_Toxicity
BRD-A71390734	0.0	idarubicin	YES_Toxicity
BRD-A13122391	0.0	triptolide	YES_Toxicity
BRD-K27316855	0.0	calcitriol	YES_Toxicity
BRD-K93754473	0.0	tamoxifen	NO_Toxicity
BRD-K09907482	0.0	PRL-3-inhibitor-I	NO_Toxicity
BRD-K61033289	0.0	15-delta-prostaglandin-j2	NO_Toxicity
BRD-K81128206	0.0	edrophonium	NO_Toxicity
BRD-K22662435	0.0	ganciclovir	NO_Toxicity
BRD-A44090213	0.0	indoprofen	YES_Toxicity
BRD-K77641333	0.0	naphazoline	YES_Toxicity
BRD-A53952395	0.0	prilocaine	YES_Toxicity
BRD-A55815733	0.0	phylloquinone	NO_Toxicity
BRD-K21317336	0.0	phentolamine	NO_Toxicity
